id,created_at,text
1288431558861479936,2020-07-29 11:09:56,"#VIVT4 - Vivo: Conselho aprova recompra até 583.558 ações ON, 37,7 milhões PN. Aquisição de ações será feita para posterior cancelamento, alienação ou manutenção em tesouraria, sem redução do capital social. Programa tem prazo até 27/jan/2022. (Bloomberg)"
1288431538460295169,2020-07-29 11:09:51,#VIVT4 - Vivo avalia veículo para oferta de fibra ótica para atacado. Cia. avalia possibilidade de constituir um veículo para construção e oferta de rede de fibra ótica neutra e independente. Terá como objetivo acelerar expansão da rede para novas localidades (Bloomberg)
1288225803092860928,2020-07-28 21:32:20,"↗️ JUROS FUTUROS reduziram avanço das taxas mais longas em ajuste. Em meio às incertezas sobre o fiscal no âmbito doméstico, o secretário do Tesouro diz que trabalha com teto de gastos até 2026, a partir de quando o governo deve voltar a ter superávit primário. (Bloomberg) https://t.co/6wa7wfWVkD"
1288224928001646596,2020-07-28 21:28:51,"@WillyGuillermoA Resistência forte em R$ 2,08. Média Móvel de 200 períodos no gráfico semanal."
1288224144157532164,2020-07-28 21:25:44,"📊 Ranking posições ATUAL 🆚 pregão ANTERIOR 🐟🐡🐠 (Lote Fracionário)

#OIBR3 1° ⏸ 1°
#VVAR3 2° ⏸ 2°
#COGN3 3° ⬆️ 4°
#ITSA4 4° ⬇️ 3°
#WEGE3 5° ⬆️ 8°
#TIET11 6° 🆕 #Top10 
#AZUL4 7° ⬆️
#MGLU3 8° ⬇️ 5°
#IRBR3 9° ⬆️ 6°
#BBDC4 10° ⬇️ 7°

#marketmovers"
1288224142874087427,2020-07-28 21:25:44,"📊 Mais negociadas investidor PF 🐟🐡🐠 (Lote #Fracionário)
Ticker / Var(%) / N° de Ações

#OIBR3 / +15,8% / 1.496K
#VVAR3 / +7,7% / 509K
#COGN3 / +8,0% / 266K
#ITSA4 / -0,9% / 209K
#WEGE3 / -3,5% / 178K

Além disso tivemos #TIET11 #AZUL4 #MGLU3 #IRBR3 e #BBDC4"
1288224071067598853,2020-07-28 21:25:27,"📊 Ranking posições ATUAL 🆚 pregão ANTERIOR +Termadas

#OIBR3 1° ⏸ 1°
#PETR4 2° ⬆️ 9°
#GFSA3 3° ⬆️
#VALE3 4° ⬇️ 2°
#VVAR3 5° ⬇️ 4°
#COGN3 6° ⬆️ 8°
#BEEF3 7° ⬇️ 5°
#IRBR3 8°⬆️ 
#CIEL3 9° ⬇️ 6°
#BBDC4 10° ⬇️ 7°

#marketmovers"
1288224069700194305,2020-07-28 21:25:26,"📊 Ações +Termadas #termos 🦈
🧐 Apostando numa alta ou defendendo posição

Ticker / Var(%) / N° de Ações

#OIBR3 / +15,8% / 4.892K
#PETR4 / -1,7% / 808K
#GFSA3 / +5,8% / 761K
#VALE3 / -1,7% / 610K
#VVAR3 / +7,9% / 461K

Além disso tivemos #COGN3 #BEEF3 #IRBR3 #CIEL3 e #BBDC4"
1288223319611838464,2020-07-28 21:22:28,"Destaques do dia 📊 (Volume de Negócios acima da média dos últimos 21 pregões)

#TIET11 8,6x (-8,34%)
#OIBR3 5,2x (+15,81%)
#CRFB3 4x (+5,33%)
#DIRR3 2,8x (-7,59%)
#PCAR3 1,7x (+3,21%)

#marketmovers"
1288215719751159810,2020-07-28 20:52:16,"RT @genialinveste: 📈 Ibovespa acompanha exterior e fecha o dia em queda, enquanto dólar mantém estabilidade. Para mais detalhes, assista ao…"
1288159058155966465,2020-07-28 17:07:06,🔴 Live | Os setores que seguram os 100 mil do Ibovespa https://t.co/kCjEWmZyJV via @YouTube
